"med" "estup_psicot"
"760" "METRONIDAZOL" FALSE
"761" "EXJADE" FALSE
"762" "DEPAKINE CRONO" FALSE
"763" "MALAWAY" FALSE
"764" "ALECENSA" FALSE
"765" "TRANQUIGOR" FALSE
"766" "ERELZI" FALSE
"767" "PONTALSIC" FALSE
"768" "KISQALI" FALSE
"769" "SOFTACORT" FALSE
"770" "CIPRALEX" FALSE
"771" "AMELUZ" FALSE
"772" "PERGOVERIS" FALSE
"773" "OLMESARTAN AMLODIPINO" FALSE
"774" "BENLYSTA" FALSE
"775" "TICLOPIDINA" FALSE
"776" "SARILEN" FALSE
"777" "MENJUGATE" FALSE
"778" "STEGLATRO" FALSE
"779" "AXATAL" FALSE
"780" "LAVENTAIR ELLIPTA" FALSE
"781" "ERLOTINIB" FALSE
"782" "SYMBICORT TURBUHALER" FALSE
"783" "RILAST TURBUHALER" FALSE
"784" "DICRISOL" FALSE
"785" "LUTRATE DEPOT" FALSE
"786" "EVEROLIMUS REDDYS" FALSE
"787" "LEVOSERT" FALSE
"788" "ADISOCOL" FALSE
"789" "ADIRO" FALSE
"790" "MINOXIDIL GALENICUMDERMA" FALSE
"791" "MST CONTINUS" TRUE
"792" "TIMOFTOL" FALSE
"793" "JINARC" FALSE
"794" "BIMERVAX" FALSE
"795" "CANESTEN" FALSE
"796" "ULIPRISTAL" FALSE
"797" "IDACIO" FALSE
"798" "IMULDOSA" FALSE
"799" "YANIMO RESPIMAT" FALSE
"800" "SPIOLTO RESPIMAT" FALSE
"801" "ARIMIDEX" FALSE
"802" "TRULICITY" FALSE
"803" "MICARDIS" FALSE
"804" "FEOXAN" FALSE
"805" "ANAXIRA" FALSE
"806" "ROSUVASTATINA EZETIMIBA STADAGEN" FALSE
"807" "NIMODIPINO" FALSE
"808" "SEVIKAR" FALSE
"809" "LONRELA" FALSE
"810" "DUCRESSA" FALSE
"811" "ENTRESTO" FALSE
"812" "EBASTINA TEVAGEN" FALSE
"813" "COUGHGRIP" FALSE
"814" "AMLODIPINO ATORVASTATINA" FALSE
"815" "ADVENTAN" FALSE
"816" "SORAFENIB" FALSE
"817" "ROASAX" FALSE
"818" "ALMAGATO" FALSE
"819" "SOLSINT" FALSE
"820" "OSTEOCYNESINE" FALSE
"821" "TRIXEO AEROSPHERE" FALSE
"822" "HUMIRA" FALSE
"823" "TRIMBOW" FALSE
"824" "GONASI" FALSE
"825" "FERUPANTIL" FALSE
"826" "ASPIRINA" FALSE
"827" "ABFENTIQ" TRUE
"828" "HEMOLIV" FALSE
"829" "CLORMADINONA ETINILESTRADIOL" FALSE
"830" "LABILENO" FALSE
"831" "XIOP" FALSE
"832" "LANTANON" FALSE
"833" "AMOXICILINA CLAVULANICO TEVAGEN" FALSE
"834" "HELLEBORUS NIGER" FALSE
"835" "HOMEOGENE" FALSE
"836" "MENVEO" FALSE
"837" "DIARFIN" FALSE
"838" "VANDRAL" FALSE
"839" "FUCIDINE" FALSE
"840" "ZEPOSIA" FALSE
"841" "MAGNESIA" FALSE
"842" "RISPERDAL CONSTA" FALSE
"843" "ANTICONGESTIVA CUSI PASTA LASSAR" FALSE
"844" "ENALAPRIL HIDROCLOROTIAZIDA" FALSE
"845" "TRIFLUSAL ABAMED" FALSE
"846" "DIFENADEX" FALSE
"847" "REPATHA" FALSE
"848" "NORMOGRIP" FALSE
"849" "TEZSPIRE" FALSE
"850" "CALQUENCE" FALSE
"851" "ESPIDIFEN" FALSE
"852" "CEFAZOLINA" FALSE
"853" "ORFIDAL" TRUE
"854" "SANDOSTATIN" FALSE
"855" "MENADERM" FALSE
"856" "VIMPAT" FALSE
"857" "DORMIGEN" FALSE
"858" "AUXINA" FALSE
"859" "MOSEGOR" FALSE
"860" "CARBAMAZEPINA" FALSE
"861" "LORAZEPAM" TRUE
"862" "LOVASTATINA" FALSE
"863" "NICOTINELL MINT" FALSE
"864" "DOSTINEX" FALSE
"865" "RISPERDAL" FALSE
"866" "AZOPT" FALSE
"867" "ZYTRAM" FALSE
"868" "ATACAND" FALSE
"869" "TWINRIX" FALSE
"870" "ATERINA" FALSE
"871" "TRILEPTAL" FALSE
"872" "LOSFERRON" FALSE
"873" "SYNALOTIC" FALSE
"874" "ANTIHEMORROIDAL" FALSE
"875" "IRENOR" FALSE
"876" "PHARMAGRIP SECRECION" FALSE
"877" "CLIMODIEN" FALSE
"878" "INALADUO" FALSE
"879" "MENADERM OTOLOGICO" FALSE
"880" "ACTRON" FALSE
"881" "ALKASELTZER" FALSE
"882" "ANTIDOL" FALSE
"883" "CITAX" FALSE
"884" "SALMETEROL FLUTICASONA" FALSE
"885" "PETIDINA BASI" TRUE
"886" "FISIOLOGICO" FALSE
"887" "TROSID" FALSE
"888" "KEPPRA" FALSE
"889" "BACLOFENO" FALSE
"890" "LEVESIALLE" FALSE
"891" "LATANOPROST" FALSE
"892" "GADUAR" FALSE
"893" "TREVICTA" FALSE
"894" "PAXTIBI" FALSE
"895" "BOI" FALSE
"896" "DOLOSTOP" FALSE
"897" "ANAGASTRA" FALSE
"898" "NOVAG" FALSE
"899" "LERCADIP" FALSE
"900" "HEPAXANE" FALSE
"901" "FERBISOL" FALSE
"902" "DIOVAN" FALSE
"903" "ORAMORPH" TRUE
"904" "TELMISARTAN AMLODIPINO" FALSE
"905" "TENSIKEY" FALSE
"906" "INTUNIV" FALSE
"907" "DUTASTERIDA" FALSE
"908" "ACCUSOL" FALSE
"909" "ACIRYL" FALSE
"910" "TOVEDESO" FALSE
"911" "REGAXIDIL" FALSE
"912" "MANERIX" FALSE
"913" "BRONCHOSTOP" FALSE
"914" "QUINUX" FALSE
"915" "GESTINYL" FALSE
"916" "BILAXTEN" FALSE
"917" "DINAXIL" FALSE
"918" "VOLTADOL" FALSE
"919" "NASONEX" FALSE
"920" "RINIALER" FALSE
"921" "STELARA" FALSE
"922" "DROSURE" FALSE
"923" "HEMOVAS" FALSE
"924" "CORONUR" FALSE
"925" "THROMBOCID" FALSE
"926" "LUPKYNIS" FALSE
"927" "LACEROL" FALSE
"928" "OLAZAX" FALSE
"929" "AZELASTINA FLUTICASONA" FALSE
"930" "LAURIMIC" FALSE
"931" "BUDESONIDA EASYHALER" FALSE
"932" "KYTRIL" FALSE
"933" "CORTISON CHEMICETINA" FALSE
"934" "OLAZAX DISPERZI" FALSE
"935" "DORMIKERN" FALSE
"936" "CRONODINE" FALSE
"937" "DUMIROX" FALSE
"938" "METHYSYM" TRUE
"939" "MAGNOGENE" FALSE
"940" "FLUIDASA" FALSE
"941" "MINOCIN" FALSE
"942" "TESTOSTERONA SIT" FALSE
"943" "IBRANCE" FALSE
"944" "LIXBEN" FALSE
"945" "TIRODRIL" FALSE
"946" "OJOSBEL OCULARES" FALSE
"947" "DROSPIRENONA ETINILESTRADIOL" FALSE
"948" "MAGNESIOBOI" FALSE
"949" "MICETAL" FALSE
"950" "VALDISPERTSTRESS" FALSE
"951" "IFIRMASTA" FALSE
"952" "VASELINA MENTOLADA ORRAVAN" FALSE
"953" "ALFAPROST" FALSE
"954" "VOSEVI" FALSE
"955" "ALBIS" FALSE
"956" "ENALAPRIL DAVUR" FALSE
"957" "MONTELUKAST ASTHMAPHARMA" FALSE
"958" "SINDIAR" FALSE
"959" "PREMAX" FALSE
"960" "VISUCOPT" FALSE
"961" "GLUCOSADO" FALSE
"962" "AMIGNUL" FALSE
"963" "DALSYDOL" FALSE
"964" "COMBIGAN" FALSE
"965" "RIVOTRIL" TRUE
"966" "SEVELAMERO" FALSE
"967" "NIQUITIN CLEAR" FALSE
"968" "NAPROXENO SODICO TAD" FALSE
"969" "ACTIVELLE" FALSE
"970" "ATECTURA BREEZHALER" FALSE
"971" "BAPIRI" FALSE
"972" "DUOFEMME" FALSE
"973" "IBUKERN" FALSE
"974" "ROSUVASTATINA VIVANTA" FALSE
"975" "ZELDOX" FALSE
"976" "CICLOPIROX" FALSE
"977" "METOPROLOL" FALSE
"978" "LIMOVAN" FALSE
"979" "BIODRAMINA" FALSE
"980" "DISOLGAS" FALSE
"981" "REMINYL" FALSE
"982" "ALPRAZOLAM DERMOGEN" TRUE
"983" "TANTUM" FALSE
"984" "URBASON" FALSE
"985" "SIKLOS" FALSE
"986" "ALGIDRIN" FALSE
"987" "DESMOPRESINA" FALSE
"988" "EPINITRIL" FALSE
"989" "ANSATIPIN" FALSE
"990" "ALZERTA" FALSE
"991" "LEVONORGESTREL" FALSE
"992" "DORMODOR" TRUE
"993" "APOGO PFS" FALSE
"994" "EVRA" FALSE
"995" "TERBINAFINA" FALSE
"996" "COSDUO" FALSE
"997" "PRITADOL" FALSE
"998" "DOLOTREN" FALSE
"999" "EBGLYSS" FALSE
"1000" "TETRAXIM" FALSE
"1001" "FULVESTRANT EUGIA" FALSE
"1002" "DONABEL" FALSE
"1003" "IBUFARMALID" FALSE
"1004" "COLA CABALLO" FALSE
"1005" "EZETIMIBA" FALSE
"1006" "YELLOX" FALSE
"1007" "DOBUPAL" FALSE
"1008" "ABSTRAL" TRUE
"1009" "FOSFATO NM" FALSE
"1010" "LEFLUARTIL" FALSE
"1011" "FOSQUEL" FALSE
"1012" "INACID" FALSE
"1013" "OXIMUN" FALSE
"1014" "VENOSMIL" FALSE
"1015" "ASPAVELI" FALSE
"1016" "KONAKION" FALSE
"1017" "PANTOK" FALSE
"1018" "LAITOS" FALSE
"1019" "QLAIRA" FALSE
"1020" "ALUNBRIG" FALSE
"1021" "DESVENLAFAXINA" FALSE
"1022" "DILUTOL" FALSE
"1023" "DOXIDINA" FALSE
"1024" "SERISIMA" FALSE
"1025" "ERNODASA" FALSE
"1026" "APALOZ" FALSE
"1027" "RUBIFEN" TRUE
"1028" "PREPARACIONES DISOLVENTE PARENTERAL" FALSE
"1029" "PROCORALAN" FALSE
"1030" "TIXTAR" FALSE
"1031" "LUMINALETAS" TRUE
"1032" "RINGO" FALSE
"1033" "FYCOMPA" FALSE
"1034" "SALVACOLINA" FALSE
"1035" "SOLIFENACINA TAMSULOSINA" FALSE
"1036" "ROSUVASTATINA MACLEODS" FALSE
"1037" "CUITVAR" FALSE
"1038" "EVOPAD" FALSE
"1039" "RINOMICINE" FALSE
"1040" "FULVESTRANT REDDYS" FALSE
"1041" "FLURPAX" FALSE
"1042" "ASPIFOX" FALSE
"1043" "ZOMARIST" FALSE
"1044" "SORBISTERIT" FALSE
"1045" "AMAIRA" FALSE
"1046" "ANASTROZOL" FALSE
"1047" "LEVITRA" FALSE
"1048" "VIZARSIN" FALSE
"1049" "MUVAGYN" FALSE
"1050" "CLOBISDIN" FALSE
"1051" "TUKYSA" FALSE
"1052" "DASERGIN" FALSE
"1053" "VALDISPERT" FALSE
"1054" "NETDEX" FALSE
"1055" "DOLOMAX" FALSE
"1056" "INISTON" FALSE
"1057" "KAPTIC" TRUE
"1058" "COLPERMIN" FALSE
"1059" "HIBISCRUB" FALSE
"1060" "TRANXILIUM" TRUE
"1061" "TOFRANIL" FALSE
"1062" "PAIDOFEBRIL" FALSE
"1063" "UROSEPTIC" FALSE
"1064" "IBUPROFENO ONEDOSE" FALSE
"1065" "TREMFYA" FALSE
"1066" "ZUBSOLV" TRUE
"1067" "ABIK" FALSE
"1068" "GOTARIC" FALSE
"1069" "DUOPLAVIN" FALSE
"1070" "CITICOLINA" FALSE
"1071" "MOMCORT" FALSE
"1072" "RECOLAX" FALSE
"1073" "CLORURO SODICO" FALSE
"1074" "FYREMADEL" FALSE
"1075" "ALMAX" FALSE
"1076" "LETROZOL EDIGEN" FALSE
"1077" "CICLOCHEM" FALSE
"1078" "RESINCALCIO" FALSE
"1079" "DEPRAX" FALSE
"1080" "STREPSILS" FALSE
"1081" "ARAVA" FALSE
"1082" "GAVISCON" FALSE
"1083" "CADELIUS" FALSE
"1084" "PLANTAGO OVATA" FALSE
"1085" "VELMETIA" FALSE
"1086" "MYFENAX" FALSE
"1087" "IMBRUVICA" FALSE
"1088" "ISOACNE" FALSE
"1089" "FLUDETEN" TRUE
"1090" "DAGAN" TRUE
"1091" "HEMANGIOL" FALSE
"1092" "DYMISTA" FALSE
"1093" "DUORESP SPIROMAX" FALSE
"1094" "IRUXOL" FALSE
"1095" "ARENBIL" FALSE
"1096" "APODEV" FALSE
"1097" "AVIDART" FALSE
"1098" "IRBESARTAN DAVUR" FALSE
"1099" "BROMAZEPAM" TRUE
"1100" "BUTILESCOPOLAMINA" FALSE
"1101" "EMANERA" FALSE
"1102" "MEIACT" FALSE
"1103" "MOVIPREP" FALSE
"1104" "MARIONA" FALSE
"1105" "SARIDON" FALSE
"1106" "DALTEX" FALSE
"1107" "FOSTIPUR" FALSE
"1108" "VINCIGRIP" FALSE
"1109" "DORMICUM" TRUE
"1110" "LACOVIN" FALSE
"1111" "TANAGEL" FALSE
"1112" "BUDESONIDA PULMICTAN" FALSE
"1113" "EFFENTORA" TRUE
"1114" "CLEBORIL" FALSE
"1115" "ZITROMAX" FALSE
"1116" "TOPIGEL" FALSE
"1117" "MANCEAU" FALSE
"1118" "TELMISARTAN HIDROCLOROTIAZIDA RATIOGEN" FALSE
"1119" "SEGLUROMET" FALSE
"1120" "APIRETAL" FALSE
"1121" "OMEPRAZOL ABDRUG" FALSE
"1122" "ARISOCARE" FALSE
"1123" "IPSODOL" FALSE
"1124" "FENDIVIA" TRUE
"1125" "LACTEST" FALSE
"1126" "PRITOR" FALSE
"1127" "VISUTRAX" FALSE
"1128" "TANDEMACT" FALSE
"1129" "SPECTRACEF" FALSE
"1130" "ORLISTAT" FALSE
"1131" "NORMOBUCAL" FALSE
"1132" "PSICOTRIC" FALSE
"1133" "APIREDOL" FALSE
"1134" "KASTIA" FALSE
"1135" "MONOLITUM" FALSE
"1136" "DISMEGYN" FALSE
"1137" "PROMETAX" FALSE
"1138" "KREON" FALSE
"1139" "DASATINIB" FALSE
"1140" "LANZOL" FALSE
"1141" "LANTUS" FALSE
"1142" "ABILIFY MAINTENA" FALSE
"1143" "AMIDRIN" FALSE
"1144" "VEREZANA" FALSE
"1145" "ROSUVASTATINA AMLODIPINO" FALSE
"1146" "LITFULO" FALSE
"1147" "REVINTY ELLIPTA" FALSE
"1148" "TODACITAN" FALSE
"1149" "IMMUFALK" FALSE
"1150" "TWICOR" FALSE
"1151" "ATORVASTATINA DAVUR" FALSE
"1152" "DIGESMINT TISANA" FALSE
"1153" "CLISTERAN" FALSE
"1154" "VERZENIOS" FALSE
"1155" "TORASEMIDA" FALSE
"1156" "AGOMELATINA" FALSE
"1157" "CUVENAX" FALSE
"1158" "TAPIMIO" TRUE
"1159" "ORBENIN" FALSE
"1160" "XAZAL" FALSE
"1161" "TEMOZOLOMIDA" FALSE
"1162" "AMLODIPINO BD" FALSE
"1163" "HURRICAINE" FALSE
"1164" "LEVOSULPIRIDA" FALSE
"1165" "OLMETEC" FALSE
"1166" "GARYDOL" FALSE
"1167" "FEROGRADUMET" FALSE
"1168" "FOSITENS" FALSE
"1169" "ARATRO" FALSE
"1170" "TAMISTEN" FALSE
"1171" "NUVARING" FALSE
"1172" "AZELASTINA" FALSE
"1173" "PENCIAL" FALSE
"1174" "BELARA" FALSE
"1175" "ZYPREXA" FALSE
"1176" "FIXAPROST" FALSE
"1177" "DICLOKERN" FALSE
"1178" "IGANTIBE" FALSE
"1179" "CAFIASPIRINA" FALSE
"1180" "NYXOID" FALSE
"1181" "AMCHAFIBRIN" FALSE
"1182" "ATORVASTATINA STADAGEN" FALSE
"1183" "MINUSTOSAN" FALSE
"1184" "RESORBORINA" FALSE
"1185" "ENERZAIR BREEZHALER" FALSE
"1186" "ROTARIX APLICADOR PRECARGADO" FALSE
"1187" "RECTOGESIC" FALSE
"1188" "HERTEN" FALSE
"1189" "ESTRADERM MATRIX" FALSE
"1190" "GLUCOSA BBRAUN" FALSE
"1191" "KANILAD" FALSE
"1192" "ACREL" FALSE
"1193" "FLIXONASE" FALSE
"1194" "ZAYASEL" FALSE
"1195" "CLORURO SODIO SERRACLINICS" FALSE
"1196" "MONOFLOX" FALSE
"1197" "NITOMAN" FALSE
"1198" "GALANTAMINA TEVAGEN" FALSE
"1199" "LATUDA" FALSE
"1200" "DIGOXINA" FALSE
"1201" "DAXAS" FALSE
"1202" "RYEQO" FALSE
"1203" "ABIRATERONA REDDYS" FALSE
"1204" "MINULET" FALSE
"1205" "RESOCHIN" FALSE
"1206" "DIFENADOL" FALSE
"1207" "FENOFIBRATO" FALSE
"1208" "BRONCHOSTOP NITE" FALSE
"1209" "FAVE" FALSE
"1210" "RUBICRONO" TRUE
"1211" "PALIPERIDONA TAD" FALSE
"1212" "BLOKIUM" FALSE
"1213" "BUCOSPRAY" FALSE
"1214" "TRESIBA" FALSE
"1215" "IXIARO" FALSE
"1216" "IBUPROFENO FARMALID" FALSE
"1217" "ESTILSONA" FALSE
"1218" "VENCLYXTO" FALSE
"1219" "ORALAIR" FALSE
"1220" "ZYPREXA VELOTAB" FALSE
"1221" "BUPROPION" FALSE
"1222" "SEROQUEL" FALSE
"1223" "ELDICET" FALSE
"1224" "IBUDOL ROLL" FALSE
"1225" "ADOLDEX" FALSE
"1226" "LIPLAT" FALSE
"1227" "ASTONIN" FALSE
"1228" "ALACAPSIN" FALSE
"1229" "SONOVUE" FALSE
"1230" "TRACTIVA" FALSE
"1231" "DETAM" FALSE
"1232" "TUBERCULINA PPD EVANS" FALSE
"1233" "RASILEZ" FALSE
"1234" "MICALDEOS" FALSE
"1235" "INDAPAMIDA" FALSE
"1236" "CHAMPIX" FALSE
"1237" "CICLONIC" FALSE
"1238" "ARROX" FALSE
"1239" "DOMPERIDONA GAMIR" FALSE
"1240" "NEUPRO" FALSE
"1241" "CONFEROPORT" FALSE
"1242" "BIJUVA" FALSE
"1243" "CLOPIXOL ACUFASE" FALSE
"1244" "CANDIFIX" FALSE
"1245" "DEXKETOPROFENO TEVAGEN" FALSE
"1246" "LOKELMA" FALSE
"1247" "ACECLOFENACO" FALSE
"1248" "RAYVOW" FALSE
"1249" "ARALEVO" FALSE
"1250" "ARIZOL" FALSE
"1251" "MARIXINO" FALSE
"1252" "ACTOS" FALSE
"1253" "ATORIS" FALSE
"1254" "PREGABALINA TAD" FALSE
"1255" "ILUMETRI" FALSE
"1256" "XELJANZ" FALSE
"1257" "UROTROL" FALSE
"1258" "BENZETACIL" FALSE
"1259" "AMOXICILINA CLAVULANICO ARDINECLAV" FALSE
"1260" "ZOFRAN" FALSE
"1261" "BUPRENORFINA NALOXONA" TRUE
"1262" "EMULIQUEN" FALSE
"1263" "TRIAGYNON" FALSE
"1264" "NAVIXEN" FALSE
"1265" "EPCLUSA" FALSE
"1266" "OXIGENADA FORET" FALSE
"1267" "TRINOMIA" FALSE
"1268" "ARAPRIDE" FALSE
"1269" "MATRIFEN" TRUE
"1270" "ZARELIS" FALSE
"1271" "ZARATOR" FALSE
"1272" "LAPATINIB" FALSE
"1273" "SUPOSITORIOS GLICERINA ROVI" FALSE
"1274" "ORALSONE" FALSE
"1275" "TAVONIN" FALSE
"1276" "VENLAFAXINA NORMOGEN" FALSE
"1277" "NOTUS" FALSE
"1278" "COMIRNATY KP" FALSE
"1279" "TOPIONIC" FALSE
"1280" "ROALAX TISANA" FALSE
"1281" "ONYTEC" FALSE
"1282" "EXELON" FALSE
"1283" "FOSTER NEXTHALER" FALSE
"1284" "IVERCARE" FALSE
"1285" "ZADITEN" FALSE
"1286" "CARBOCAL" FALSE
"1287" "DICORYNAN" FALSE
"1288" "HIDROFEROL" FALSE
"1289" "ANTABUS" FALSE
"1290" "CALMATEL" FALSE
"1291" "ALCOSIN" FALSE
"1292" "ELECOR" FALSE
"1293" "VESICARE" FALSE
"1294" "ALFUZOSINA" FALSE
"1295" "VASELINA ESTERILIZADA ORRAVAN" FALSE
"1296" "LERCANIDIPINO TEVAGEN" FALSE
"1297" "MORFINA" TRUE
"1298" "VALSAROS" FALSE
"1299" "CLONAZEPAM BIOMED" TRUE
"1300" "GINEJUVENT" FALSE
"1301" "ATAMAX" FALSE
"1302" "ANAGRELIDA" FALSE
"1303" "HARPAGOMED" FALSE
"1304" "ODOMZO" FALSE
"1305" "BACEQ" FALSE
"1306" "FAMOTIDINA" FALSE
"1307" "ATOLME" FALSE
"1308" "BROTMIN" FALSE
"1309" "FEBRECTAL" FALSE
"1310" "HUMULINA REGULAR" FALSE
"1311" "ZYKALOR" FALSE
"1312" "BIDICLIN" FALSE
"1313" "CODINEX" TRUE
"1314" "MIRTAZAPINA TEVAGEN" FALSE
"1315" "MEDICEBRAN" TRUE
"1316" "TAPENTADOL" TRUE
"1317" "YUFLYMA" FALSE
"1318" "PSILIBER" FALSE
"1319" "FLECTORMED" FALSE
"1320" "LACEROL HTA" FALSE
"1321" "NABILA" FALSE
"1322" "LARGACTIL" FALSE
"1323" "IBUTHEK" FALSE
"1324" "SETOFILM" FALSE
"1325" "NEOBRUFEN" FALSE
"1326" "ACIDOS OMEGA" FALSE
"1327" "NOLOTIL" FALSE
"1328" "ROZLYTREK" FALSE
"1329" "FILIOP" FALSE
"1330" "AMLODIPINO VALSARTAN MYLAN" FALSE
"1331" "DOLINTOL" FALSE
"1332" "SYCREST" FALSE
"1333" "SOLIAN" FALSE
"1334" "STESOLID" TRUE
"1335" "COPINAL" FALSE
"1336" "SIMVASTATINA DAVUR" FALSE
"1337" "SUPOSITORIOS GLICERINA" FALSE
"1338" "VINPOCETINA" FALSE
"1339" "IPRATROPIO BROMURO SALBUTAMOL" FALSE
"1340" "MAYZENT" FALSE
"1341" "OTOCERUM OTICAS" FALSE
"1342" "BALSOPRIM" FALSE
"1343" "CASCARA SAGRADA" FALSE
"1344" "MANTINEX" FALSE
"1345" "WARTEC" FALSE
"1346" "DERCUTANE" FALSE
"1347" "OXIMETAZOLINA" FALSE
"1348" "DOLANTINA" TRUE
"1349" "DEZIPAR" FALSE
"1350" "DETRAMAX" FALSE
"1351" "VIZILATAN" FALSE
"1352" "AERO RED" FALSE
"1353" "INAQOVI" FALSE
"1354" "ZENON" FALSE
"1355" "METOCLOPRAMIDA" FALSE
"1356" "TOLUCOMBI" FALSE
"1357" "LINESTAT" FALSE
"1358" "CARTISORB" FALSE
"1359" "DIACOMIT" FALSE
"1360" "ARTANE" FALSE
"1361" "GELISTROL" FALSE
"1362" "PROBIC" FALSE
"1363" "MUCOSAN" FALSE
"1364" "COPALIA" FALSE
"1365" "INTERGRIP" FALSE
"1366" "ISODIUR HTA" FALSE
"1367" "FURANTOINA" FALSE
"1368" "GLUCOSALINA" FALSE
"1369" "DEMILOS" FALSE
"1370" "CORDIPLAST" FALSE
"1371" "RELIF" FALSE
"1372" "RIVASTIGMINA ORTODROL" FALSE
"1373" "LAMICTAL" FALSE
"1374" "NIAPELF" FALSE
"1375" "CAPTOPRIL" FALSE
"1376" "NAAXIA" FALSE
"1377" "HYDRAPRES" FALSE
"1378" "SUMATRIPTAN" FALSE
"1379" "ARTRINOVO" FALSE
"1380" "ZALASTA" FALSE
"1381" "CELLCEPT" FALSE
"1382" "MANIDIPINO" FALSE
"1383" "DEVIK" FALSE
"1384" "DULCOLAX" FALSE
"1385" "PONVORY" FALSE
"1386" "CITALVIR" FALSE
"1387" "CEZIBOE" FALSE
"1388" "HIDROXIZINA" FALSE
"1389" "BRONSAL" FALSE
"1390" "ROXITROMICINA" FALSE
"1391" "AZALIA" FALSE
"1392" "ENOXAPARINA LEDRAXEN" FALSE
"1393" "MOUNJARO" FALSE
"1394" "SEBRANE" FALSE
"1395" "MENALMINA" FALSE
"1396" "OPONAF" FALSE
"1397" "AMISULPRIDA" FALSE
"1398" "ZINERYT" FALSE
"1399" "REDSENG" FALSE
"1400" "ANORO ELLIPTA" FALSE
"1401" "SEROPRAM" FALSE
"1402" "SUPREFACT" FALSE
"1403" "NORMONLAX" FALSE
"1404" "CRISOMET" FALSE
"1405" "ZIMED" FALSE
"1406" "KARBICOMBI" FALSE
"1407" "AMOROLFINA DESGEN" FALSE
"1408" "OMNIC OCAS" FALSE
"1409" "CLIPPER" FALSE
"1410" "COLIROFTA FLUOTEST" FALSE
"1411" "MALARONE" FALSE
"1412" "EDUNIX" TRUE
"1413" "GOBEMICINA" FALSE
"1414" "EXFORGE HCT" FALSE
"1415" "VOLTAREN" FALSE
"1416" "MENADERM CLIO" FALSE
"1417" "YASMINELLE" FALSE
"1418" "LEVEMIR INNOLET" FALSE
"1419" "FLUENZ" FALSE
"1420" "INFANRIX HEXA" FALSE
"1421" "FORADIL AEROLIZER" FALSE
"1422" "SANDOSTATIN LAR" FALSE
"1423" "XELEVIA" FALSE
"1424" "OVESTINON" FALSE
"1425" "RIPTANAX" FALSE
"1426" "XILIARX" FALSE
"1427" "HARMONET" FALSE
"1428" "SILDENAFILO MACLEODS" FALSE
"1429" "ALLI" FALSE
"1430" "FIRMAGON" FALSE
"1431" "FOSFOSODA" FALSE
"1432" "RHINOVIN" FALSE
"1433" "GALDAR" FALSE
"1434" "MYDRIASERT" FALSE
"1435" "ADENURIC" FALSE
"1436" "NARAMIG" FALSE
"1437" "DORMIREL" FALSE
"1438" "UROREC" FALSE
"1439" "ONGLYZA" FALSE
"1440" "XALATAN" FALSE
"1441" "OXIS TURBUHALER" FALSE
"1442" "SERACTIL" FALSE
"1443" "ATORVASTATINA NORMOGEN" FALSE
"1444" "EFIENT" FALSE
"1445" "ZOLADEX" FALSE
"1446" "ATRISCAL" FALSE
"1447" "VAXNEUVANCE" FALSE
"1448" "AZILECT" FALSE
"1449" "BUDESONIDA ALCON" FALSE
"1450" "SITAGLIPTINA METFORMINA" FALSE
"1451" "ZAMENE" FALSE
"1452" "ABRILIA" FALSE
"1453" "STREPSILS VITAMINA" FALSE
"1454" "IDAPTAN" FALSE
"1455" "FRENADOL" FALSE
"1456" "KETESSE" FALSE
"1457" "CAVERJECT" FALSE
"1458" "HIDROSALURETIL" FALSE
"1459" "INALACOR ACCUHALER" FALSE
"1460" "RALOXIFENO" FALSE
"1461" "DEPOPROGEVERA" FALSE
"1462" "PRISTIQ" FALSE
"1463" "GLYCILAX SUPOSITORIOS" FALSE
"1464" "TRIMINULET" FALSE
"1465" "ERITROMICINA" FALSE
"1466" "DIPROGENTA" FALSE
"1467" "EXEMESTANO" FALSE
"1468" "VISIOTAN" FALSE
"1469" "MOMETASONA" FALSE
"1470" "NORMODORM" FALSE
"1471" "PROPECIA" FALSE
"1472" "GIOTRIF" FALSE
"1473" "EDEMOX" FALSE
"1474" "WIBICAL" FALSE
"1475" "SALIDUR" FALSE
"1476" "VESOMNI" FALSE
"1477" "VOTUBIA" FALSE
"1478" "NICTUR" FALSE
"1479" "RAMIPRIL HIDROCLOROTIAZIDA" FALSE
"1480" "VARGATEF" FALSE
"1481" "ENVARSUS" FALSE
"1482" "FLUARIX" FALSE
"1483" "EBYMECT" FALSE
"1484" "RANOZEK" FALSE
"1485" "VITAMINA" FALSE
"1486" "LONSURF" FALSE
"1487" "TRIAXIS" FALSE
"1488" "GELOPROFEN" FALSE
"1489" "ONGENTYS" FALSE
"1490" "SCEMBLIX" FALSE
"1491" "OKEDI" FALSE
"1492" "CEPTAVA" FALSE
"1493" "VENTOLIN" FALSE
"1494" "ERLEADA" FALSE
"1495" "SALOFALK" FALSE
"1496" "TERBASMIN TURBUHALER" FALSE
"1497" "NORMOSTAT" FALSE
"1498" "ALENDRONICO COLECALCIFEROL" FALSE
"1499" "DERMAPIC" FALSE
"1500" "ENALAPRIL BELMAC" FALSE
"1501" "ENTYVIO" FALSE
"1502" "VIZIMPRO" FALSE
"1503" "MIRTAZAPINA NORMOGEN" FALSE
"1504" "QUDIX" FALSE
"1505" "ATOVACUONA GLENMARK" FALSE
"1506" "REXER" FALSE
"1507" "CALMIOX" FALSE
"1508" "ONNIMIA" FALSE
"1509" "ABIRATERONA QILU" FALSE
