"product_id" "laboratory_id" "laboratory_name" "nationalCode" "denomination" "presentation" "presentation2" "contenido" "forma" "forma2" "concentracion" "masa_dimension" "volumen" "name" "presentation3"
3519 111 "LABORATORIOS CINFA S.A." "188321" "NS VITANS MAGNESIO CITRATO 400 10C EFERV" "NS VITANS MAGNESIO CITRATO 400 10 C EFERVESCENTES" "NS VITANS MAGNESIO CITRATO 400 10 C EFERVESCENTES" NA NA NA NA NA NA "CINFA" "NS VITANS MAGNESIO CITRATO 400 10 C EFERVESCENTES"
3521 111 "LABORATORIOS CINFA S.A." "182819" "NS VITANS TRIPTOFANO+ 30 COMP" "NS VITANS TRIPTOFANO+ 30 COMPRIMIDOS" "NS VITANS TRIPTOFANO+" " 30 COMPRIMIDOS" NA NA NA NA NA "CINFA" "NS VITANS TRIPTOFANO+"
3523 111 "LABORATORIOS CINFA S.A." "186167" "NS VITANS VITALIDAD AZ 100 COMP" "NS VITANS VITALIDAD AZ 100 COMPRIMIDOS" "NS VITANS VITALIDAD AZ" " 100 COMPRIMIDOS" NA NA NA NA NA "CINFA" "NS VITANS VITALIDAD AZ"
3525 111 "LABORATORIOS CINFA S.A." "178679" "NS VITANS VITALIZADA A Z 30 COMP" "NS VITANS VITALIZADA Z 30 COMPRIMIDOS" "NS VITANS VITALIZADA Z" " 30 COMPRIMIDOS" NA NA NA NA NA "CINFA" "NS VITANS VITALIZADA Z"
3527 111 "LABORATORIOS CINFA S.A." "178682" "NS VITANS VITAMINA C+ 20 COMP EFERVESCEN" "NS VITANS VITAMINA C+ 20 COMPRIMIDOS EFERVESCEN" "NS VITANS VITAMINA C+ EFERVESCEN" " 20 COMPRIMIDOS" NA NA NA NA NA "CINFA" "NS VITANS VITAMINA C+ EFERVESCEN"
3536 2000067 "NUA BIOLOGICAL INNOVATIONS S.L" "196848" "NUAEQUIZENTER 60 CAPS" "NUAEQUIZENTER 60 CAPSULAS" "NUAEQUIZENTER" " 60 CAPSULAS" NA NA NA NA NA "NUA BIOLOGICAL INNOVATIONS" "NUAEQUIZENTER"
3538 2000067 "NUA BIOLOGICAL INNOVATIONS S.L" "178720" "NUANTIOX VISION 45 CAPSULAS NUA" "NUANTIOX VISION 45 CAPSULAS NUA" "NUANTIOX" " 45 CAPSULAS" NA NA NA NA NA "NUA BIOLOGICAL INNOVATIONS" "NUANTIOX"
82 2000098 "SALVAT ,S.A." "161461" "NURANE 30 CAPSULAS" "NURANE 30 CAPSULAS" "NURANE" " 30 CAPSULAS" NA NA NA NA NA "SALVAT" "NURANE"
1466 2000132 "DRASANVI,S.L." "190310" "COLLMAR BEAUTY FRUTAS DEL BOSQUE 275 G" "COLLMAR BEAUTY FRUTAS BOSQUE 275 G" "COLLMAR BEAUTY FRUTAS BOSQUE" NA NA NA NA "275 G" NA "DRASANVI" "COLLMAR BEAUTY FRUTAS BOSQUE"
1468 2000132 "DRASANVI,S.L." "189082" "COLLMAR CHOCO GALLETA MASTICABLE 180COMP" "COLLMAR CHOCO GALLETA MASTICABLE 180 COMPRIMIDOS" "COLLMAR CHOCO GALLETA MASTICABLE" " 180 COMPRIMIDOS" NA NA NA NA NA "DRASANVI" "COLLMAR CHOCO GALLETA MASTICABLE"
1526 2000042 "SHEDIR FARMACEUTICA SLU" "189975" "CRACKVEN CRIO ESPUMA 150 ML" "CRACKVEN CRIO ESPUMA 150 ML" "CRACKVEN CRIO" NA "ESPUMA" NA NA NA " 150 ML" "SHEDIR" "CRACKVEN CRIO"
3539 2000042 "SHEDIR FARMACEUTICA SLU" "185353" "NUROXX 500 30 CAPS" "NUROXX 500 30 CAPSULAS" "NUROXX" "500 30 CAPSULAS" NA NA NA NA NA "SHEDIR" "NUROXX"
3541 2000098 "SALVAT ,S.A." "194435" "NUTIRA FORTE TO GO LACTASA 9000 FCC 30C" "NUTIRA FORTE TO GO LACTASA 9000 FCC 30 C" "NUTIRA FORTE TO GO LACTASA 9000 FCC 30 C" NA NA NA NA NA NA "SALVAT" "NUTIRA FORTE TO GO LACTASA 9000 FCC 30 C"
3304 2000077 "CODIAN, SL" "001648" "NATURCIR GOTAS 50 ML" "NATURCIR GOTAS 50 ML" "NATURCIR" NA "GOTAS" NA NA NA " 50 ML" "CODIAN" "NATURCIR"
3332 2000031 "ESSTE SPORT, SLL" "040180" "ND3 SOLID 21 BARRITAS 40GR CITRICO INFIS" "ND3 SOLID 21 BARRITAS 40 G CITRICO INFIS" "ND3 SOLID 21 BARRITAS CITRICO INFIS" NA NA NA NA "40 G" NA "ESSTE SPORT" "ND3 SOLID 21 BARRITAS CITRICO INFIS"
3543 2000238 "FARMANOR,S.L.U." "175487" "NUTRALACTIS DEFENSES 7 CAPS BIALACTIS" "NUTRALACTIS DEFENSES 7 CAPSULAS BIALACTIS" "NUTRALACTIS DEFENSES BIALACTIS" " 7 CAPSULAS" NA NA NA NA NA "FARMANOR" "NUTRALACTIS DEFENSES BIALACTIS"
3545 2000052 "IONFARMA SL" "155409" "NUTRAMENT 20 SOBRES 5 GRAMOS" "NUTRAMENT 20 SOBRES 5 G" "NUTRAMENT" " 20 SOBRES" NA NA NA "5 G" NA "IONFARMA" "NUTRAMENT"
3547 2000052 "IONFARMA SL" "324808" "NUTRAMENT 30 CAPSULAS" "NUTRAMENT 30 CAPSULAS" "NUTRAMENT" " 30 CAPSULAS" NA NA NA NA NA "IONFARMA" "NUTRAMENT"
3550 2000239 "ALTER FARMACIA S.A (DIETETICA)" "160700" "NUTRIBEN 8 CEREALES GALLETAS MARIA 600 G" "NUTRIBEN 8 CEREALES GALLETAS MARIA 600 G" "NUTRIBEN 8 CEREALES GALLETAS MARIA" NA NA NA NA "600 G" NA "ALTER" "NUTRIBEN 8 CEREALES GALLETAS MARIA"
3552 2000239 "ALTER FARMACIA S.A (DIETETICA)" "252643" "NUTRIBEN 8 CEREALES MIEL C/LECHE 600 G." "NUTRIBEN 8 CEREALES MIEL C LECHE 600 G" "NUTRIBEN 8 CEREALES MIEL C LECHE" NA NA NA NA "600 G" NA "ALTER" "NUTRIBEN 8 CEREALES MIEL C LECHE"
3554 2000239 "ALTER FARMACIA S.A (DIETETICA)" "189506" "NUTRIBEN 8 CEREALES MIEL GALLETAS  600 G" "NUTRIBEN 8 CEREALES MIEL GALLETAS 600 G" "NUTRIBEN 8 CEREALES MIEL GALLETAS" NA NA NA NA "600 G" NA "ALTER" "NUTRIBEN 8 CEREALES MIEL GALLETAS"
3556 2000239 "ALTER FARMACIA S.A (DIETETICA)" "207356" "NUTRIBEN 8 CEREALES PAPILLA 1 KG" "NUTRIBEN 8 CEREALES PAPILLA 1 KG" "NUTRIBEN 8 CEREALES PAPILLA 1 KG" NA NA NA NA NA NA "ALTER" "NUTRIBEN 8 CEREALES PAPILLA 1 KG"
3558 2000239 "ALTER FARMACIA S.A (DIETETICA)" "167817" "NUTRIBEN 8 CEREALES Y MIEL 4 FRUTAS 600G" "NUTRIBEN 8 CEREALES MIEL 4 FRUTAS 600 G" "NUTRIBEN 8 CEREALES MIEL 4 FRUTAS" NA NA NA NA "600 G" NA "ALTER" "NUTRIBEN 8 CEREALES MIEL 4 FRUTAS"
3560 2000239 "ALTER FARMACIA S.A (DIETETICA)" "178509" "NUTRIBEN 8 CEREALES Y MIEL FIBRA 600 GR" "NUTRIBEN 8 CEREALES MIEL FIBRA 600 G" "NUTRIBEN 8 CEREALES MIEL FIBRA" NA NA NA NA "600 G" NA "ALTER" "NUTRIBEN 8 CEREALES MIEL FIBRA"
9537 2000239 "ALTER FARMACIA S.A (DIETETICA)" "188924" "NUTRIBEN AR 800GR" "NUTRIBEN AR 800 G" "NUTRIBEN AR" NA NA NA NA "800 G" NA "ALTER" "NUTRIBEN AR"
3563 2000239 "ALTER FARMACIA S.A (DIETETICA)" "192087" "NUTRIBEN CENA VERDURITAS CON PAVO 2X190G" "NUTRIBEN CENA VERDURITAS PAVO 2 X 190 G" "NUTRIBEN CENA VERDURITAS PAVO" " 2 X 190 G" NA NA NA NA NA "ALTER" "NUTRIBEN CENA VERDURITAS PAVO"
3565 2000239 "ALTER FARMACIA S.A (DIETETICA)" "187374" "NUTRIBEN CONFORT LECHE 800 GR" "NUTRIBEN CONFORT LECHE 800 G" "NUTRIBEN CONFORT LECHE" NA NA NA NA "800 G" NA "ALTER" "NUTRIBEN CONFORT LECHE"
3331 2000031 "ESSTE SPORT, SLL" "040171" "ND3 CITRICO 800G POLVO INFISPORT" "ND3 CITRICO 800 G POLVO INFISPORT" "ND3 CITRICO POLVO" NA NA NA NA "800 G" NA "ESSTE SPORT" "ND3 CITRICO POLVO"
1530 2000012 "ARKOPHARMA, SA" "263192" "CRANBEROLA CISCONTROL 60 CAPS ARKO" "CRANBEROLA CISCONTROL 60 CAPSULAS ARKO" "CRANBEROLA CISCONTROL ARKO" " 60 CAPSULAS" NA NA NA NA NA "ARKOPHARMA" "CRANBEROLA CISCONTROL ARKO"
3567 2000239 "ALTER FARMACIA S.A (DIETETICA)" "182395" "NUTRIBEN CRECIMIENTO 1200 GR FORM AHORR" "NUTRIBEN CRECIMIENTO 1200 G FORM AHORR" "NUTRIBEN CRECIMIENTO FORM AHORR" NA NA NA NA "1200 G" NA "ALTER" "NUTRIBEN CRECIMIENTO FORM AHORR"
3568 2000239 "ALTER FARMACIA S.A (DIETETICA)" "399907" "NUTRIBEN CRECIMIENTO CERE C/LECHE 600GR" "NUTRIBEN CRECIMIENTO CERE C LECHE 600 G" "NUTRIBEN CRECIMIENTO CERE C LECHE" NA NA NA NA "600 G" NA "ALTER" "NUTRIBEN CRECIMIENTO CERE C LECHE"
1576 2000160 "SALENGEI, S.L." "185317" "CYSTIPLUS 60 COMPRIMIDOS" "CYSTIPLUS 60 COMPRIMIDOS" "CYSTIPLUS" " 60 COMPRIMIDOS" NA NA NA NA NA "SALENGEI" "CYSTIPLUS"
3423 2000077 "CODIAN, SL" "003128" "NEUROZEIMER 60 CAP. SPADIET" "NEUROZEIMER 60 CAPSULAS SPADIET" "NEUROZEIMER SPADIET" " 60 CAPSULAS" NA NA NA NA NA "CODIAN" "NEUROZEIMER SPADIET"
3433 2000011 "LA BOTICA NATURAL" "001883" "NIVELANSI 40 CAPS TONGIL" "NIVELANSI 40 CAPSULAS TONGIL" "NIVELANSI TONGIL" " 40 CAPSULAS" NA NA NA NA NA "BOTICA NATURAL" "NIVELANSI TONGIL"
3570 2000239 "ALTER FARMACIA S.A (DIETETICA)" "355107" "NUTRIBEN CREMA ARROZ SIN GLUTEN 300 G." "NUTRIBEN CREMA ARROZ GLUTEN 300 G" "NUTRIBEN ARROZ GLUTEN" NA "CREMA" NA NA "300 G" NA "ALTER" "NUTRIBEN ARROZ GLUTEN"
3572 2000239 "ALTER FARMACIA S.A (DIETETICA)" "155139" "NUTRIBEN DESAYUNO COPOS DE TRIGO 750 GR" "NUTRIBEN DESAYUNO COPOS TRIGO 750 G" "NUTRIBEN DESAYUNO COPOS TRIGO" NA NA NA NA "750 G" NA "ALTER" "NUTRIBEN DESAYUNO COPOS TRIGO"
3574 2000239 "ALTER FARMACIA S.A (DIETETICA)" "192163" "NUTRIBEN ECOPOT INIC POLLO CORR VER 120G" "NUTRIBEN ECOPOT INIC POLLO CORR VER 120 G" "NUTRIBEN ECOPOT INIC POLLO CORR VER" NA NA NA NA "120 G" NA "ALTER" "NUTRIBEN ECOPOT INIC POLLO CORR VER"
3576 2000239 "ALTER FARMACIA S.A (DIETETICA)" "192169" "NUTRIBEN ECOPOT VERDUR TERNERA ECO 235G" "NUTRIBEN ECOPOT VERDUR TERNERA ECO 235 G" "NUTRIBEN ECOPOT VERDUR TERNERA ECO" NA NA NA NA "235 G" NA "ALTER" "NUTRIBEN ECOPOT VERDUR TERNERA ECO"
3682 2000128 "VITAE NATURAL NUTRITION,S.L." "342199" "OLIOVITA 700 MG 60 CAPS VITAE" "OLIOVITA 700 MG 60 CAPSULAS VITAE" "OLIOVITA" " 60 CAPSULAS" NA NA NA "700 MG" NA "VITAE NATURAL NUTRITION" "OLIOVITA"
3579 2000239 "ALTER FARMACIA S.A (DIETETICA)" "192167" "NUTRIBEN ECOPOTITO VERDURAS POLLO 235 GR" "NUTRIBEN ECOPOTITO VERDURAS POLLO 235 G" "NUTRIBEN ECOPOTITO VERDURAS POLLO" NA NA NA NA "235 G" NA "ALTER" "NUTRIBEN ECOPOTITO VERDURAS POLLO"
3581 2000239 "ALTER FARMACIA S.A (DIETETICA)" "183237" "NUTRIBEN FRUTA AND GO FRUTAS VARIADAS 90" "NUTRIBEN FRUTA AND GO FRUTAS VARIADAS 90" "NUTRIBEN FRUTA AND GO FRUTAS VARIADAS 90" NA NA NA NA NA NA "ALTER" "NUTRIBEN FRUTA AND GO FRUTAS VARIADAS 90"
3583 2000239 "ALTER FARMACIA S.A (DIETETICA)" "183234" "NUTRIBEN FRUTA AND GO PER PLAT NAR GALLE" "NUTRIBEN FRUTA AND GO PER PLAT NAR GALLE" "NUTRIBEN FRUTA AND GO PER PLAT NAR GALLE" NA NA NA NA NA NA "ALTER" "NUTRIBEN FRUTA AND GO PER PLAT NAR GALLE"
11799 2000274 "L'ORÉAL" "384750" "LIFTACTIV FLEXITEINT Nº 25 NUDE " "LIFTACTIV FLEXITEINT N 25 NUDE 30 ML VICHY" "LIFTACTIV FLEXITEINT N 25 NUDE VICHY" NA NA NA NA NA " 30 ML" "L'OREAL" "LIFTACTIV FLEXITEINT N 25 NUDE"
11800 2000274 "L'ORÉAL" "251892" "LIFTACTIV FLEXITEINT Nº 35 SAND" "LIFTACTIV FLEXITEINT N 35 SAND 30 ML VICHY" "LIFTACTIV FLEXITEINT N 35 SAND VICHY" NA NA NA NA NA " 30 ML" "L'OREAL" "LIFTACTIV FLEXITEINT N 35 SAND"
9248 898 "MÖLNLYCKE HEALTH CARE, S.L." "496752" "EXUFIBER AG+ 10X10 CM 3 U" "EXUFIBER AG+ 10 X 10 CM 3 UNIDADES APOSITO ESTERIL" "EXUFIBER AG+ ESTERIL" " 3 UNIDADES" "APOSITO" NA NA "10 X 10 CM" NA "MÖLNLYCKE HEALTH CARE" "EXUFIBER AG+ ESTERIL"
8661 976 "COLOPLAST PRODUCTOS MEDICOS, S.A." "489484" "EASICATH HOMBRE CH 10 60U" "EASICATH HOMBRE CH 10 60 U SONDA VESICAL BAJA FRICCION" "EASICATH HOMBRE CH 10 60 U SONDA VESICAL BAJA FRICCION" NA NA NA NA NA NA "COLOPLAST PRODUCTOS MEDICOS" "EASICATH HOMBRE CH 10 60 U SONDA VESICAL BAJA FRICCION"
11801 2000274 "L'ORÉAL" "230573" "LIFTACTIV FLEXITEINT Nº 45 GOLD " "LIFTACTIV FLEXITEINT N 45 GOLD 30 ML VICHY" "LIFTACTIV FLEXITEINT N 45 GOLD VICHY" NA NA NA NA NA " 30 ML" "L'OREAL" "LIFTACTIV FLEXITEINT N 45 GOLD"
11780 2000274 "L'ORÉAL" "393603" "DERCOS CHAMPÚ ENERGY+ " "DERCOS CHAMPU ENERGY+ 200 ML VICHY" "DERCOS ENERGY+ VICHY" NA "CHAMPU" NA NA NA " 200 ML" "L'OREAL" "DERCOS ENERGY+"
5198 976 "COLOPLAST PRODUCTOS MEDICOS, S.A." "400034" "EASIFLEX CONFORT CONVEX LIGHT MIDI  OP REC 15-43 30+7U" "EASIFLEX CONFORT CONVEX LIGHT MIDI OP REC 15 43 30+7 U BOLSAS COLOST SIST DOBLE PLAC ACOPLAM ADH" "EASIFLEX CONFORT CONVEX LIGHT MIDI OP REC 15 43 30+7 U BOLSAS COLOST SIST DOBLE PLAC ACOPLAM ADH" NA NA NA NA NA NA "COLOPLAST PRODUCTOS MEDICOS" "EASIFLEX CONFORT CONVEX LIGHT MIDI OP REC 15 43 30+7 U BOLSAS COLOST SIST DOBLE PLAC ACOPLAM ADH"
5194 976 "COLOPLAST PRODUCTOS MEDICOS, S.A." "400032" "EASIFLEX CONFORT CONVEX LIGHT MIDI OP REC 15-23 30+7U" "EASIFLEX CONFORT CONVEX LIGHT MIDI OP REC 15 23 30+7 U BOLSAS COLOST SIST DOBLE PLAC ACOPLAM ADH" "EASIFLEX CONFORT CONVEX LIGHT MIDI OP REC 15 23 30+7 U BOLSAS COLOST SIST DOBLE PLAC ACOPLAM ADH" NA NA NA NA NA NA "COLOPLAST PRODUCTOS MEDICOS" "EASIFLEX CONFORT CONVEX LIGHT MIDI OP REC 15 23 30+7 U BOLSAS COLOST SIST DOBLE PLAC ACOPLAM ADH"
5197 976 "COLOPLAST PRODUCTOS MEDICOS, S.A." "400033" "EASIFLEX CONFORT CONVEX LIGHT MIDI OP REC 15-33 30+7U" "EASIFLEX CONFORT CONVEX LIGHT MIDI OP REC 15 33 30+7 U BOLSAS COLOST SIST DOBLE PLAC ACOPLAM ADH" "EASIFLEX CONFORT CONVEX LIGHT MIDI OP REC 15 33 30+7 U BOLSAS COLOST SIST DOBLE PLAC ACOPLAM ADH" NA NA NA NA NA NA "COLOPLAST PRODUCTOS MEDICOS" "EASIFLEX CONFORT CONVEX LIGHT MIDI OP REC 15 33 30+7 U BOLSAS COLOST SIST DOBLE PLAC ACOPLAM ADH"
7828 976 "COLOPLAST PRODUCTOS MEDICOS, S.A." "477976" "EASIFLEX CONFORT CONVEX LIGHT 50 MM REC 15-33 MM 5 U" "EASIFLEX CONFORT CONVEX LIGHT 50 MM REC 15 33 MM 5 UNIDADES APOSITOS B OSTOM RES SINT ACOPLAM ADH" "EASIFLEX CONFORT CONVEX LIGHT REC 15 B OSTOM RES SINT ACOPLAM ADH" " 5 UNIDADES" "APOSITOS" NA NA "50 MM" NA "COLOPLAST PRODUCTOS MEDICOS" "EASIFLEX CONFORT CONVEX LIGHT REC 15 B OSTOM RES SINT ACOPLAM ADH"
9592 976 "COLOPLAST PRODUCTOS MEDICOS, S.A." "499921" "EASIFLEX CONFORT PEDIATRICO OPACA 17MM 30+10U" "EASIFLEX CONFORT PEDIATRICO OPACA 17 MM 30+10 U BOLSAS ILEOST SIST DOBLE PLAC ACOPLAM ADH" "EASIFLEX CONFORT PEDIATRICO OPACA 30+10 U BOLSAS ILEOST SIST DOBLE PLAC ACOPLAM ADH" NA NA NA NA "17 MM" NA "COLOPLAST PRODUCTOS MEDICOS" "EASIFLEX CONFORT PEDIATRICO OPACA 30+10 U BOLSAS ILEOST SIST DOBLE PLAC ACOPLAM ADH"
11811 2000274 "L'ORÉAL" "174871" "DERMABLEND [CORRECCIÓN 3D]  Nº15 OPAL " "DERMABLEND CORRECCION 3 D N15 OPAL T30 ML VICHY" "DERMABLEND CORRECCION 3 D N15 OPAL T VICHY" NA NA NA NA NA "30 ML" "L'OREAL" "DERMABLEND CORRECCION 3 D N15 OPAL T"
11826 2000274 "L'ORÉAL" "207637" "DERCOS ECOREFILL ENERGY+ " "DERCOS ECOREFILL ENERGY+ 500 ML VICHY" "DERCOS ECOREFILL ENERGY+ VICHY" NA NA NA NA NA " 500 ML" "L'OREAL" "DERCOS ECOREFILL ENERGY+"
11828 2000274 "L'ORÉAL" "203088" "DERCOS ECOREFILL ANTICASPA CABELLOS GRASOS " "DERCOS ECOREFILL ANTICASPA CABELLOS GRASOS 500 ML VICHY" "DERCOS ECOREFILL ANTICASPA CABELLOS GRASOS VICHY" NA NA NA NA NA " 500 ML" "L'OREAL" "DERCOS ECOREFILL ANTICASPA CABELLOS GRASOS"
9363 976 "COLOPLAST PRODUCTOS MEDICOS, S.A." "498014" "EASIFLEX CONFORT SET MAXI TR AJUST 50MM 30+7U" "EASIFLEX CONFORT SET MAXI TR AJUST 50 MM 30+7 U BOLSAS COLOST SIST DOBLE PLAC ACOPLAM ADH" "EASIFLEX CONFORT SET MAXI TR AJUST 30+7 U BOLSAS COLOST SIST DOBLE PLAC ACOPLAM ADH" NA NA NA NA "50 MM" NA "COLOPLAST PRODUCTOS MEDICOS" "EASIFLEX CONFORT SET MAXI TR AJUST 30+7 U BOLSAS COLOST SIST DOBLE PLAC ACOPLAM ADH"
9359 976 "COLOPLAST PRODUCTOS MEDICOS, S.A." "497974" "EASIFLEX CONFORT SET MAXI TR 50MM 30+7U" "EASIFLEX CONFORT SET MAXI TR 50 MM 30+7 U BOLSAS COLOST SIST DOBLE PLAC ACOPLAM ADH" "EASIFLEX CONFORT SET MAXI TR 30+7 U BOLSAS COLOST SIST DOBLE PLAC ACOPLAM ADH" NA NA NA NA "50 MM" NA "COLOPLAST PRODUCTOS MEDICOS" "EASIFLEX CONFORT SET MAXI TR 30+7 U BOLSAS COLOST SIST DOBLE PLAC ACOPLAM ADH"
9260 976 "COLOPLAST PRODUCTOS MEDICOS, S.A." "496893" "EASIFLEX CONFORT SET MAXI TRANSP AJUST SRP 50MM 30+10U" "EASIFLEX CONFORT SET MAXI TRANSP AJUST SRP 50 MM 30+10 U BOLSAS ILEOST SIST DOBLE PLAC ACOPLAM ADH" "EASIFLEX CONFORT SET MAXI TRANSP AJUST SRP 30+10 U BOLSAS ILEOST SIST DOBLE PLAC ACOPLAM ADH" NA NA NA NA "50 MM" NA "COLOPLAST PRODUCTOS MEDICOS" "EASIFLEX CONFORT SET MAXI TRANSP AJUST SRP 30+10 U BOLSAS ILEOST SIST DOBLE PLAC ACOPLAM ADH"
11833 2000274 "L'ORÉAL" "178402" "DERCOS CHAMPÚ ULTRA CALMANTE GRASO " "DERCOS CHAMPU ULTRA CALMANTE GRASO 200 ML VICHY" "DERCOS ULTRA CALMANTE GRASO VICHY" NA "CHAMPU" NA NA NA " 200 ML" "L'OREAL" "DERCOS ULTRA CALMANTE GRASO"
11834 2000274 "L'ORÉAL" "178404" "DERCOS CHAMPÚ ULTRA CALMANTE SECO " "DERCOS CHAMPU ULTRA CALMANTE SECO 200 ML VICHY" "DERCOS ULTRA CALMANTE SECO VICHY" NA "CHAMPU" NA NA NA " 200 ML" "L'OREAL" "DERCOS ULTRA CALMANTE SECO"
9098 976 "COLOPLAST PRODUCTOS MEDICOS, S.A." "495051" "EASIFLEX CONFORT SET MIDI OPACA SRT 50MM 30+10U" "EASIFLEX CONFORT SET MIDI OPACA SRT 50 MM 30+10 U BOLSAS ILEOST SIST DOBLE PLAC ACOPLAM ADH" "EASIFLEX CONFORT SET MIDI OPACA SRT 30+10 U BOLSAS ILEOST SIST DOBLE PLAC ACOPLAM ADH" NA NA NA NA "50 MM" NA "COLOPLAST PRODUCTOS MEDICOS" "EASIFLEX CONFORT SET MIDI OPACA SRT 30+10 U BOLSAS ILEOST SIST DOBLE PLAC ACOPLAM ADH"
9252 976 "COLOPLAST PRODUCTOS MEDICOS, S.A." "496810" "EASIFLEX CONFORT SET MIDI TRANSP SRP 35MM 30+10U" "EASIFLEX CONFORT SET MIDI TRANSP SRP 35 MM 30+10 U BOLSAS ILEOST SIST DOBLE PLAC ACOPLAM ADH" "EASIFLEX CONFORT SET MIDI TRANSP SRP 30+10 U BOLSAS ILEOST SIST DOBLE PLAC ACOPLAM ADH" NA NA NA NA "35 MM" NA "COLOPLAST PRODUCTOS MEDICOS" "EASIFLEX CONFORT SET MIDI TRANSP SRP 30+10 U BOLSAS ILEOST SIST DOBLE PLAC ACOPLAM ADH"
11818 2000274 "L'ORÉAL" "170696" "DEO BOLA VERDE REGULADOR 48H" "DEO BOLA VERDE REGULADOR 48 H 50 ML VICHY" "DEO BOLA VERDE REGULADOR 48 H VICHY" NA NA NA NA NA " 50 ML" "L'OREAL" "DEO BOLA VERDE REGULADOR 48 H"
9550 963 "FORTIFLEX, S.A." "419614" "FORTIFLEX F 220 TALLA 4" "FORTIFLEX F 220 TALLA 4 TOBILLERA" "F 220 TALLA 4 TOBILLERA" NA NA NA NA NA NA "FORTIFLEX" "F 220 TALLA 4 TOBILLERA"
11852 2000274 "L'ORÉAL" "165916" "CAPITAL SOLEIL CREMA UNTUOSA ROSTRO SPF 50+ " "CAPITAL SOLEIL CREMA UNTUOSA ROSTRO SPF50+ 50 ML VICHY" "CAPITAL SOLEIL UNTUOSA ROSTRO SPF50+ VICHY" NA "CREMA" NA NA NA " 50 ML" "L'OREAL" "CAPITAL SOLEIL UNTUOSA ROSTRO SPF50+"
11855 2000274 "L'ORÉAL" "164523" "CAPITAL SOLEIL UV AGE FLUIDO FOTOPROTECTOR DIARIO SPF 50+ " "CAPITAL SOLEIL UV AGE FLUIDO FOTOPROTECTOR DIARIO SPF50+ 40 ML VICHY" "CAPITAL SOLEIL UV AGE FLUIDO FOTOPROTECTOR DIARIO SPF50+ VICHY" NA NA NA NA NA " 40 ML" "L'OREAL" "CAPITAL SOLEIL UV AGE FLUIDO FOTOPROTECTOR DIARIO SPF50+"
5812 108 "COFAGA" "417345" "EDIGEN 1/4 M2" "EDIGEN 1 4 M2 GASA ALGODON HIDROFILO ESTERIL" "EDIGEN 1 4 M2 GASA ALGODON HIDROFILO ESTERIL" NA NA NA NA NA NA "COFAGA" "EDIGEN 1 4 M2 GASA ALGODON HIDROFILO ESTERIL"
5817 108 "COFAGA" "417436" "EDIGEN 5 X 10" "EDIGEN 5 X 10 VENDA GASA HIDROFILA" "EDIGEN 5 X 10 VENDA GASA HIDROFILA" NA NA NA NA NA NA "COFAGA" "EDIGEN 5 X 10 VENDA GASA HIDROFILA"
5819 108 "COFAGA" "417493" "EDIGEN 5 X 5" "EDIGEN 5 X 5 VENDA GASA HIDROFILA CAMBRIC" "EDIGEN 5 X 5 VENDA GASA HIDROFILA CAMBRIC" NA NA NA NA NA NA "COFAGA" "EDIGEN 5 X 5 VENDA GASA HIDROFILA CAMBRIC"
6235 991 "APOSITOS EGO, S.L." "434845" "EGO 5X2" "EGO 5 X 2 GASA ESTERIL TIRA" "5 X 2 GASA ESTERIL TIRA" NA NA NA NA NA NA "APOSITOS EGO" "5 X 2 GASA ESTERIL TIRA"
7161 913 "BARD DE ESPAÑA, S.A." "465526" "FOLEY BARDIA HOMBRE CH 30 B 10ML" "FOLEY BARDIA HOMBRE CH 30 B 10 ML SONDA VESICAL LATEX" "FOLEY BARDIA HOMBRE CH 30 B SONDA VESICAL LATEX" NA NA NA NA NA " 10 ML" "BARD" "FOLEY BARDIA HOMBRE CH 30 B SONDA VESICAL LATEX"
6398 921 "PORGES, S.L." "447730" "FOLEY,BAL.5-10,CH 18" "FOLEYBAL 5 10 CH 18 SONDA VESICAL LATEX" "FOLEYBAL 5 10 CH 18 SONDA VESICAL LATEX" NA NA NA NA NA NA "PORGES" "FOLEYBAL 5 10 CH 18 SONDA VESICAL LATEX"
11858 2000274 "L'ORÉAL" "181709" "CAPITAL SOLEIL BRUMA ANTI-ARENA NIÑOS SPF 50 " "CAPITAL SOLEIL BRUMA ANTI ARENA NIÑOS SPF50 200 ML VICHY" "CAPITAL SOLEIL BRUMA ANTI ARENA NIÑOS SPF VICHY" NA NA NA NA NA "50 200 ML" "L'OREAL" "CAPITAL SOLEIL BRUMA ANTI ARENA NIÑOS SPF"
8926 908 "CONVATEC, S.L." "492926" "ESTEEM CERRADA TRANSP 35MM 30U" "ESTEEM CERRADA TRANSP 35 MM 30 U BOLSAS COLOST RES SINT MIC FIL" "ESTEEM CERRADA TRANSP 30 U BOLSAS COLOST RES SINT MIC FIL" NA NA NA NA "35 MM" NA "CONVATEC" "ESTEEM CERRADA TRANSP 30 U BOLSAS COLOST RES SINT MIC FIL"
8527 908 "CONVATEC, S.L." "487645" "ESTEEM CERRADA TRANSPARENTE 40MM 30U" "ESTEEM CERRADA TRANSPARENTE 40 MM 30 U BOLSAS COLOST RES SINT MIC FIL" "ESTEEM CERRADA TRANSPARENTE 30 U BOLSAS COLOST RES SINT MIC FIL" NA NA NA NA "40 MM" NA "CONVATEC" "ESTEEM CERRADA TRANSPARENTE 30 U BOLSAS COLOST RES SINT MIC FIL"
