"id","code","nationalCode","denomination","presentation","description","ingredients","class","steril","healthIndications","indications","function","howToUse","cautionsWarnings","pao","foodIntolerance","useIndications","lactose","gluten","bio","dietary","vegetarian","heightMeasure","widthMeasure","weight","weightWithContain","images","referenceLink","tags","status","category_id","source"
13165,"8470002077263","207726",ACOFAR NESIRA FISIOGEL 250 ML,ACOFAR NESIRA FISIOGEL 250 ML,"Crema fisiológica hidratante para piel seca y sensible, formato 250 ml.",,,false,,"","",,,,false,,false,false,false,false,false,"45","80","270",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2022/05/Fisiogel-1-600x600.jpg},{https://www.acofarma.com/catalogo/producto/fisiogel/?attribute_pa_cantidad=250-ml},{},true,6,discovery
13197,"8470003112161","311216",ACOFAR CONTENEDOR ORINA ESTERIL 24H 2 L,ACOFAR CONTENEDOR ORINA ESTERIL 24H 2 L,Contenedor estéril para la recolección de orina durante 24 horas.,,,false,,"","",,,,false,,false,false,false,false,false,"120","120","100",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2019/03/Contenedor-orina-24h-600x600.jpg},{https://www.acofarma.com/catalogo/producto/acofar-contenedor-de-orina-24-h/},{},true,6,discovery
13235,"8470004515268","451526",ACOFAR VENDA ELASTICA CREPE 10MX10CM,ACOFAR VENDA ELASTICA CREPE 10MX10CM,"Venda elástica crepé de gran longitud, ideal para inmovilización y soporte.",,,false,,"","",,,,false,,false,false,false,false,false,"83","84","6",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2019/03/4515183-VENDA-ACOFAR-CREPE-4x10-1-600x600.jpg},{https://www.acofarma.com/catalogo/producto/acofar-venda-crepe/},{},true,6,discovery
1718,"7610313410200","169863",ECHINAFORCE 50 ML,ECHINAFORCE 50 ML,,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,herboristeria
13098,"8470002009332","200933",ACOFAR VIVERA GEL DER CERO CAMOMI 750 ML,ACOFAR VIVERA GEL DERMA CERO CAMOMILA 750 ML,"Gel de baño con extracto de camomila, ayuda a calmar y suavizar la piel, adecuado para pieles sensibles.",,,false,"","",,,,,false,,false,false,false,false,false,"56","85","799",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2019/06/2009332_cero_camomila.jpg},{https://www.acofarma.com/catalogo/producto/gel-0-camomilia/},{},true,1,discovery
13099,"8470002009349","200934",ACOFAR VIVERA GEL DE CERO FLOR AZAH 750,ACOFAR VIVERA GEL DERMA CERO FLOR DE AZAHAR 750 ML,"Gel de baño con flor de azahar, proporciona una sensación de frescura y suavidad en la piel.",,,false,"","",,,,,false,,false,false,false,false,false,"56","85","799",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2019/06/2009349_cero_azahar-1.jpg},{https://www.acofarma.com/catalogo/producto/gel-0-flor-de-azahar/},{},true,1,discovery
13123,"8470002024236","202423",VIVERA ALOE VERA LOCION CORPORAL 400 ML,VIVERA ALOE VERA LOCION CORPORAL 400 ML,"Loción hidratante con aloe vera para el cuidado de la piel, ideal para después del sol.",,,false,"","",,,,,false,,false,false,false,false,false,"55","55","452",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2019/03/2024236_Locion_Aloe_2023-600x600.jpg},{https://www.acofarma.com/catalogo/producto/locion-corporal-aloe/},{},true,1,discovery
13130,"8470002036642","203664",ACOFAR VIVERA CHAMPU ACONDI DIARIO 400ML,ACOFAR VIVERA CHAMPU ACONDI DIARIO 400ML,"Champú con acondicionador para uso diario, adecuado para todo tipo de cabello.",,,false,"","",,,,,false,,false,false,false,false,false,"55","55","452",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2019/06/2036642%EF%BF%BDACOF.-VIVERA-CHAMPU-ACONDICIONADOR-USO-DIARIO-400ML-600x600.jpg},{https://www.acofarma.com/catalogo/producto/champu-uso-diario/},{},true,1,discovery
13131,"8470002040281","204028",ACOFAR NESIRA CONGESTION NASAL SPRAY 20,ACOFAR NESIRA CONGESTION NASAL SPRAY 20 ML,"Spray nasal para aliviar la congestión, fórmula con ingredientes naturales.",,,false,,"","",,,,false,,false,false,false,false,false,"35","40","44",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2021/11/2040281_CONGESTION-NASAL-600x600.jpg},{https://www.acofarma.com/catalogo/producto/congestion-nasal/},{},true,6,discovery
13178,"8470002117136","211713",ACOFAR NESIRA SPRAY ACEITE ARBOL TE 200M,ACOFAR NESIRA SPRAY ACEITE ARBOL TE 200M,Spray natural con aceite de árbol de té para la protección del cabello.,,,false,"","",,,,,false,,false,false,false,false,false,"49,37","49,37","234,6",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2023/05/2117136-ACOF.-NESIRA-SPRAY-DESENREDANTE-ARBOL-DEL-TE-FRUTOS-BOSQUE-200M_VERDE-600x600.jpg},{https://www.acofarma.com/catalogo/producto/spray-desenredante/},{},true,1,discovery
11750,"635494369205","269913",EYE BALM CONTORNO OJOS ,EYE BALM 15ML  (SKINCEUTICALS),Crema hidratante contorno ojos,"AQUA / WATER , GLYCERIN , ALOE BARBADENSIS LEAF JUICE , MYRISTYL MYRISTATE , CETYL PALMITATE , TOCOPHEROL , STEARIC ACID , HYDROGENATEDVEGETABLE OIL , PARAFFIN , PALMITIC ACID , PETROLATUM , DIMETHICONE , HYDROGENATED LECITHIN , CETYL ALCOHOL , CAPRYLIC/CAPRIC/MYRISTIC/STEARIC TRIGLYCERIDE , PHENOXYETHANOL , TRIETHANOLAMINE , LAUROYL LYSINE , CARBOMER , GLYCINE SOJA PROTEIN / SOYBEAN PROTEIN , PENTYLENE GLYCOL , CAPRYLYL GLYCOL , CHLORPHENESIN , BISABOLOL , MYRISTIC ACID , PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE , SILYBUM MARIANUM EXTRACT , DISODIUM EDTA , CAPRYLIC/CAPRIC TRIGLYCERIDE , RETINYL PALMITATE , SODIUM COCOYL GLUTAMATE , HELIANTHUS ANNUUS SEED OIL / SUNFLOWER SEED OIL , ETHYLHEXYLGLYCERIN , SODIUM BENZOATE , POTASSIUM SORBATE , FARNESOL , CITRIC ACID , CRITHMUM MARITIMUM EXTRACT , BHT ",,false,"","",DERMOCOSMÉTICO,Aplicar un guisante de producto sobre el contorno de ojos y masajear.,"En caso de contacto con los ojos, aclarar con agua de forma abundante","12 meses",false,CONSULTAR APLICACIÓN Y RECOMENDACIONES DE USO EN LA CAJA DE PRODUCTO,false,false,false,false,false,,,,,{https://www.skinceuticals.es/dw/image/v2/AAQP_PRD/on/demandware.static/-/Sites-skc-master-catalog/default/dw162d748b/Products/635494369205/635494369205_Eye-Balm_SkinCeuticals.jpg?sw=698&sfrm=jpg&q=70},{},{},true,1,dedicated
13187,"8470002140028","214002",NESIRA BALSAMO REPAR NARIZ LABIOS 10 ML,NESIRA BALSAMO REPAR NARIZ LABIOS 10 ML,"Bálsamo reparador para nariz y labios, hidrata y protege la piel irritada.",,,false,"","",,,,,false,,false,false,false,false,false,"28","28","18",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2024/01/Balsamo_labial_tubo_10_ml-600x600.jpg},{https://www.acofarma.com/catalogo/producto/balsamo-reparador-fluido/},{},true,1,discovery
13188,"8470002144187","214418",ACOFAR TIRAS DE TELA COLOR PIEL 20 UDS,ACOFAR TIRAS DE TELA COLOR PIEL 20 UDS,"Tiras adhesivas de tela color piel para cubrir heridas menores, caja de 20 unidades.",,,false,,"","",,,,false,,false,false,false,false,false,"22","69","13,52",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2024/02/Tiras_20-700x700.jpg},{https://www.acofarma.com/catalogo/producto/tiras-de-tela-adhesivas/},{},true,6,discovery
13206,"8470003180580","318058",ACOFAR TIRITAS HIPOALERGENICAS S/TEJ 16U,ACOFAR TIRITAS HIPOALERGENICAS S/TEJ 16U,Tiritas hipoalergénicas sin tejido para mayor comodidad y menor irritación.,,,false,,"","",,,,false,,false,false,false,false,false,"22","70","16",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2019/03/3180580_tiras_en_tejido_sin_tejer-600x600.jpg},{https://www.acofarma.com/catalogo/producto/acofar-tiras-tejido-sin-tejer/},{},true,6,discovery
13221,"8470003874496","387449",ACOFAR PERA TODO GOMA N.12,ACOFAR PERA TODO GOMA N.12,"Pera de goma para irrigación o uso general, tamaño número 12.",,,false,,"","",,,,false,,false,false,false,false,false,"100","100","10",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2019/06/3884051_pera-600x600.jpg},{https://www.acofarma.com/catalogo/producto/pera-todo-goma-n-2/?attribute_pa_medidas=n-12},{},true,6,discovery
13232,"8470004514926","451492",ACOFAR VENDA ELASTICA CREPE 4MX5CM,ACOFAR VENDA ELASTICA CREPE 4MX5CM,Venda elástica crepé para sujeción de articulaciones y músculos.,,,false,,"","",,,,false,,false,false,false,false,false,"50","50","0",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2019/03/4515183-VENDA-ACOFAR-CREPE-4x10-1-600x600.jpg},{https://www.acofarma.com/catalogo/producto/acofar-venda-crepe/},{},true,6,discovery
1753,"8470002833586","283358",EL NATURALISTA COLESTAL INFUSION 20 BOLS,EL NATURALISTA COLESTAL INFUSION 20 BOLS,,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,herboristeria
13119,"8470002024069","202406",ACOFAR VIVERA ACEITE ALMENDR DULCES 500M,ACOFAR VIVERA ACEITE DE ALMENDRAS DULCES 500 ML,"Aceite de almendras dulces en presentación más grande, ideal para uso prolongado para hidratar y masajear la piel.",,,false,"","",,,,,false,,false,false,false,false,false,"70","70","508",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2019/03/VIVERA-ACEITE-ALMENDRAS-DULCES-250ML-1.jpg},{https://www.acofarma.com/catalogo/producto/aceite-corporal-de-almendras-dulces/},{},true,1,discovery
13134,"8470002051478","205147",ACOFAR ESYLMA RESVERATROL Q10 CR FACI 50,ACOFAR ESYLMA RESVERATROL Q10 CR FACI 50,Crema facial con resveratrol y coenzima Q10 para reducir los signos de envejecimiento.,,,false,"","",,,,,false,,false,false,false,false,false,"72","77","53",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2019/03/2051478_Crema_facial_reafirmante_Nesira-600x600.jpg},{https://www.acofarma.com/catalogo/producto/crema-facial-reafirmante/},{},true,1,discovery
13138,"8470002057821","205782",ACOFAR NESIRA PULSIOXIMETRO DIGITAL 1 UN,ACOFAR NESIRA PULSIOXIMETRO DIGITAL 1 UN,Dispositivo para medir la saturación de oxígeno en sangre y el pulso.,,,false,,"","",,,,false,,false,false,false,false,false,"54","90","110",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2019/03/Pulsioxi%CC%81metro-digital-600x600.jpg},{https://www.acofarma.com/catalogo/producto/pulsioximetro-digital/},{},true,6,discovery
13172,"8470002113084","211308",NESIRA REPELENTE INSECTOS HERBAL 100 ML,NESIRA REPELENTE INSECTOS HERBAL 100 ML,"Repelente de insectos de origen herbal, ideal para toda la familia.",,,false,"","",,,,,false,,false,false,false,false,false,"32","55","125",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2019/03/herbal-600x600.jpg},{https://www.acofarma.com/catalogo/producto/repelente-de-insectos-herbal/},{},true,9,discovery
13177,"8470002115705","211570",NESIRA PEINE LENDRERA PREMIUM 1 UNIDAD,NESIRA PEINE LENDRERA PREMIUM 1 UNIDAD,"Peine lendrera metálico para eliminar piojos y liendres, diseño ergonómico.",,,false,,"","",,,,false,,false,false,false,false,false,"1","110","5",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2023/05/211575NESIRA-PEINE-LENDRERA-PREMIUM.jpg},{https://www.acofarma.com/catalogo/producto/peine-lendrera-premium/},{},true,6,discovery
13200,"8470003113731","311373",ACOFARDERM VASELINA PURA FILANTE 30 GR,ACOFARDERM VASELINA PURA FILANTE 30 GR,Vaselina pura para la hidratación de la piel seca y protección contra la irritación.,,,false,"","",,,,,false,,false,false,false,false,false,"30","30","40,5",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2020/10/1501097_vaselina-600x600.jpg},{https://www.acofarma.com/catalogo/producto/acofarderm-vaselina-pura/},{},true,1,discovery
13212,"8470003451833","345183",NESIRA AFTER SUN LOCION CORPORAL 200ML,NESIRA AFTER SUN LOCION CORPORAL 200ML,"Loción corporal hidratante para después del sol, ayuda a calmar la piel expuesta al sol.",,,false,"","",,,,,false,,false,false,false,false,false,"33","70","350",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2019/03/3451833-ACOF.-NESIRA-AFTER-SUN-LOCION-CORPORAL-200-ml-600x600.jpg},{https://www.acofarma.com/catalogo/producto/after-sun-locion-corporal/},{},true,1,discovery
13225,"8499993877386","387738",ACOFAR JERINGA ESTERIL 2 ML. 40/8 AGUJA,ACOFAR JERINGA ESTERIL 2 ML. 40/8 AGUJA,"Jeringa estéril de 2 ml con aguja 40/8, ideal para inyecciones subcutáneas.",,,false,,"","",,,,false,,false,false,false,false,false,"5","20","10",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2019/03/3876629_-jeringa-3-piezas-est%C3%A9ril-con-aguja-10ml1-600x600.png},{https://www.acofarma.com/catalogo/producto/acofar-jeringa-3-piezas-esteril-con-aguja/?attribute_pa_cantidad=2-ml},{},true,6,discovery
13231,"8470004209761","420976",ACOFARMA ALGODON ZIG-ZAG PURO 200 GR,ACOFARMA ALGODON ZIG-ZAG PURO 200 GR,"Algodón en presentación zig-zag para uso sanitario, 200 gramos.",,,false,,"","",,,,false,,false,false,false,false,false,"71","136","40",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2019/06/4209501_algodon_zigzag-600x600.jpg},{https://www.acofarma.com/catalogo/producto/algodon-puro-zig-zag/},{},true,6,discovery
13247,"8470004862416","486241",ACOFAR VENDA GASA HIDROF CAMBRIC  5MX7CM,ACOFAR VENDA GASA HIDROFILA CAMBRIC  5MX7CM,"Venda de gasa hidrófila cambric para sujeción y protección, tamaño 5x7 cm.",,,false,,"","",,,,false,,false,false,false,false,false,"35","37","1",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2019/03/4862584_venda_cambric_orillada-600x600.jpg},{https://www.acofarma.com/catalogo/producto/acofar-venda-cambric-orillada/},{},true,6,discovery
1760,"8470002944053","294405",EL NATURALISTA DIGESNATUR 48 CAPS,EL NATURALISTA DIGESNATUR 48 CAPS,,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,herboristeria
13183,"8470002122864","212286",ACOFAR ALGODON ZIG ZAG PURO 200 GR,ACOFAR ALGODON ZIG ZAG PURO 200 GR,"Algodón en formato zig-zag para uso sanitario y cosmético, 200 gramos.",,,false,,"","",,,,false,,false,false,false,false,false,"61","126","199",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2019/06/4209501_algodon_zigzag-600x600.jpg},{https://www.acofarma.com/catalogo/producto/algodon-puro-zig-zag/},{},true,6,discovery
13184,"8470002122871","212287",ACOFAR ALGODON ARROLLADO PURO 250 GR,ACOFAR ALGODON ARROLLADO PURO 250 GR,"Algodón arrollado para uso sanitario y cosmético, 250 gramos.",,,false,,"","",,,,false,,false,false,false,false,false,"77","77","261",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2019/03/4209501_algodon_arrollado-600x600.jpg},{https://www.acofarma.com/catalogo/producto/acofar-algodon-puro/#popup_sanitarios},{},true,6,discovery
13191,"8470002156661","215666",ACOFAR TENSIOMETRO DIGITAL DE MUÑECA,ACOFAR TENSIOMETRO DIGITAL DE MUÑECA,"Tensiómetro digital para medir la presión arterial en la muñeca, diseño compacto.",,,false,,"","",,,,false,,false,false,false,false,false,"25","62","114",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2020/05/TD002JT-01-A-Tensiometro-de-Muneca_Diseno-de-Caja-prod-600x600.jpg},{https://www.acofarma.com/catalogo/producto/tensiometro-digital-de-muneca-con-detector-de-arritmia/},{},true,6,discovery
11760,,"179868",MINÉRAL 89 PROBIOTIC FRACTIONS SÉRUM ,MINÉRAL 89 PROBIOTIC FRACTIONS SÉRUM 30ML (VICHY),Concentrado reparador y regenerador,AQUA / WATER / EAU - NIACINAMIDE - PROPANEDIOL - PEG/PPG/POLYBUTYLENE GLYCOL-8/5/3 GLYCERIN - GLYCERIN - METHYL GLUCETH-20 - PEG-60 HYDROGENATED CASTOR OIL - CARBOMER - SODIUM HYALURONATE - TOCOPHEROL - HYDROXYACETOPHENONE - CITRIC ACID - VITREOSCILLA FERMENT - CAPRYLYL GLYCOL - BIOSACCHARIDE GUM-1 - MALTODEXTRIN - BUTYLENE GLYCOL,,false,"","",Dermocosmético,Aplicar sobre el rostro limpio y seco antes del cuidado diario. Apto para la zona del contorno de ojos,,"12 meses",false,Rostro y contorno de ojos. Todo tipo de piel,false,false,false,false,false,"30ml",,,,{},{},{},true,1,dedicated
13192,"8470002367371","236737",NESIRA EDULCORANTE 2 X 500 COMPRIMIDOS,NESIRA EDULCORANTE 2 X 500 COMPRIMIDOS,"Edulcorante en comprimidos sin calorías, ideal para dietas y diabéticos.",,,false,"",,"",,,,false,,false,false,false,false,false,"45","93","133,5",,{https://www.acofarma.com/catalogo/wp-content/uploads/sites/2/2019/03/edulcorante-3-600x600.jpg},{https://www.acofarma.com/catalogo/producto/edulcorante/},{},true,2,discovery
11763,"635494358209","152817",A.G.E EYE COMPLEX CONTORNO OJOS ,A.G.E EYE COMPLEX  15ML  (SKINCEUTICALS),"Crema antiedad contorno ojos reafirmante, con proxylane y flavonoides",AQUA / WATER ●GLYCERIN ●DIMETHICONE ●ISOHEXADECANE ●PARAFFIN ●PROPYLENE GLYCOL ●SILICA [NANO] / SILICA ●POLYGLYCERYL-4 ISOSTEARATE ●CETYL PEG/PPG-10/1 DIMETHICONE ●HEXYL LAURATE ●NYLON-12 ●HYDROXYPROPYL TETRAHYDROPYRANTRIOL ●METHYLSILANOL/SILICATE CROSSPOLYMER ●POLYETHYLENE ●ASCORBYL GLUCOSIDE ●CAPRYLIC/CAPRIC TRIGLYCERIDE ●OCTYLDODECANOL ●PHENOXYETHANOL ●TOCOPHERYL ACETATE ●AMMONIUM POLYACRYLOYLDIMETHYLTAURATE ●PEG-6 ISOSTEARATE ●TRIETHANOLAMINE ●SODIUM CITRATE ●METHYLPARABEN ●CHLORPHENESIN ●CAFFEINE ●CI 77891 / TITANIUM DIOXIDE ●SILICA ●ETHYLPARABEN ●MENTHOXYPROPANEDIOL ●SORBITOL ●VACCINIUM MYRTILLUS FRUIT EXTRACT ●STEARETH-20 ●SODIUM PHYTATE ●HESPERIDIN METHYL CHALCONE ●HESPERETIN LAURATE ●CHLORHEXIDINE DIGLUCONATE ●ALUMINUM HYDROXIDE ●N-HYDROXYSUCCINIMIDE ●ALCOHOL ●POTASSIUM SORBATE ●DIPEPTIDE-2 ●BHT ●CITRIC ACID ●PALMITOYL TETRAPEPTIDE-7 ●PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE ●PALMITOYL TRIPEPTIDE-1 ●CHRYSIN ●BIOTIN ●,,false,"","",DERMOCOSMÉTICO,Aplicar un dedo de producto y extender masajeando por la piel del rostro.,"En caso de contacto con los ojos, aclarar con agua de forma abundante","12 meses",false,CONSULTAR APLICACIÓN Y RECOMENDACIONES DE USO EN LA CAJA DE PRODUCTO,false,false,false,false,false,,,,,{https://www.skinceuticals.es/dw/image/v2/AAQP_PRD/on/demandware.static/-/Sites-skc-master-catalog/default/dw48eaed32/Products/635494358209/635494358209_A.G.E-Eye-Complex_SkinCeuticals.jpg?sw=698&sfrm=jpg&q=70},{},{},true,1,dedicated
1769,"8410914310775","198909",EL NATURALISTA FAMBRUESO 35 G,EL NATURALISTA FAMBRUESO 35 G,,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,herboristeria
12672,"232165","232165",DUROLANE,DUROLANE 1 JERINGA PRECARGADA DE 3 ML,Durolane es una inyección intraarticular para el tratamiento sintomático de la osteoartritis de cadera o rodilla de leve a moderada. Contiene 20 mg/ml de ácido hialurónico estabilizado de origen no animal.,"Cada ml contiene: 20 mg de ácido hialurónico estabilizado, c.s. de solución fisiológica de cloruro sódigo pH7 y 2 ppm de éter diglicidílico de 1,4-butanodiol (BDDE), usado para estabilizar el gel.",,false,"Tratamiento sintomático de la osteoartritis leve a moderada en la rodilla o cadera. Además, se ha aprobado el uso de Durolane para el tratamiento sintomático asociado al dolor de osteoartritis de leve a moderada en el tobillo, hombro, codo, muñeca y dedos de las manos y los pies. Durolane también está indicado para el dolor derivado de la artroscopia de las articulaciones en presencia de osteoartritis en los tres meses posteriores al procedimiento.","","","Durolane sólo debe ser inyectado por un médico. Durolane debe inyectarse siguiendo técnicas asépticas estrictas y sólo debe inyectarse dentro de la cavidad articular. En algunas articulaciones sinoviales, la inyección intraarticular deberá guiarse mediante imágenes para garantizar la correcta colocación y evitar daños en las estructuras vitales adyacentes. Se debe elegir la vía de inyección intraarticular con o sin la ayuda de las imágenes como guía con la finalidad de evitar daños en las estructuras vitales adyacentes. Se debe limpiar la zona de inyección con alcohol u otra solución antiséptica adecuada antes de inyectar el fármaco. No se debe usar junto con desinfectantes que contengan sales de amonio cuaternario de preparados dermatológicos porque el hialuronato de sodio puede precipitarse en su presencia. Si hay efusión articular, debe eliminarse antes de inyectar Durolane. Se debe emplear la misma aguja para eliminar la efusión e inyectar Durolane. Se recomienda un tamaño de aguja de 18 a 22 G, con una longitud apropiada. El uso de agujas más pequeñas incrementa la presión necesaria para administrar el producto.","Durolane debe utilizarse con precaución en pacientes que sufren estasis venosa o linfática en la pierna. Se debe utilizar una jeringa diferente para cada articulación del paciente que se va a tratar. Al igual que en el procedimiento invasivo en las articulaciones, existe un pequeño riesgo de infección. No se debe emplear anestesia local si se sabe que el paciente es alérgico o presenta sensibilidad a la anestesia local. No se procederá a la inyección bajo control fluoroscópico, con el uso de un medio de contraste, si se sabe que el paciente es alérgico o presenta sensibilidad al producto de contraste. Un aumento en la presión de la inyección puede indicar una colocación extraarticular incorrecta de la aguja o un llenado excesivo de la articulación.",El producto es de un solo uso.,false,"Es una preparación de una sola dosis e inyección única, y solo debe inyectarse una vez por tratamiento. La dosis recomendada es de 3 ml por cada articulación de rodilla, cadera u hombro. La dosis recomendada es de 1–2 ml para articulaciones intermedias (por ejemplo, codo, tobillo) y aproximadamente 1 ml para articulaciones sinoviales pequeñas (por ejemplo, dedo pulgar).",false,false,false,false,true,"6,2 cm","3,0 cm",,"0,056 kg",{https://durolane.com/wp-content/uploads/2023/09/01-Homepage_Durolane_product-updated-300x241.jpg},{https://durolane.com/es/},{},true,6,discovery
6980,,"461962",INTEX TALLA 4,"INTEX TALLA 4, TOBILLERA",,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,muface
12674,EP00003,"174511",FISIOGEN FERRO FORTE - SOBRES,FISIOGEN FERRO FORTE - 30 SOBRES,Fisiofen Ferro Forrte es un complemento alimenticio de Hierro Sucrosomado (pirofosfato férrico ultradisperso en una matriz de sucrester y lecitina) útil para cubrir la carencia alimentaria de hierro o en el caso de aumento de las necesidades de este nutriente.,"Edulcorante: sorbitol; maltodextrina, Hierro Sucrosomado (hierro pirofosfato, almidón de arroz pregelatinizado, ésteres de sacarosa de ácidos grasos, lecitina de girasol sobre soporte de jarabe de glucosa, fosfato tricálcico y proteína de la leche), ácido L-ascórbico (vitamina C), L-ascorbato sódico (vitamina C), saborizante, regulador acidez: ácido cítrico; edulcorantes: acesulfamo K, sucralosa.",,false,"",Fisiofen Ferro Forrte es un complemento alimenticio de Hierro Sucrosomado (pirofosfato férrico ultradisperso en una matriz de sucrester y lecitina) útil para cubrir la carencia alimentaria de hierro o en el caso de aumento de las necesidades de este nutriente.,"","Se aconseja la toma de un sobre al día, tomando el contenido del sobre sin necesidad de disolver en agua.",No superar la dosis diaria recomendada. Mantener fuera del alcance de los niños. Los complementos alimenticios no deben utilizarse como sustitutos de una dieta variada y equilibrada y un estilo de vida saludable. El producto contiene polioles: un consumo excesivo puede producir efectos laxantes.,,true,"Se aconseja la toma de un sobre al día, tomando el contenido del sobre sin necesidad de disolver en agua.",true,false,false,true,true,"9,3 cm","6,1 cm","0,063 kg","0,094 kg",{},{},{},true,2,discovery
11765,"3337875749909","151758",OIL SHIELD UV DEFENSE SPF50 FOTOCORRECTOR,OIL SHIELD UV DEFENSE SPF50 30ML (SKINCEUTICALS),Fotocorrector matificante SPF50 pieles mixtas/grasas,"AQUA/WATER, SILICA, ISONONYL ISONONANOATE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL
TRIAZINE, HOMOSALATE, ETHYLHEXYL TRIAZONE, BUTYL METHOXYDIBENZOYLMETHANE, PHENYLBENZIMIDAZOLE
SULFONIC ACID, DIISOPROPYL SEBACATE, TRIETHANOLAMINE, TITANIUM DIOXIDE, GLYCERIN, ALUMINUM STARCH
OCTENYLSUCCINATE, OCTOCRYLENE, CAPRYLYL METHICONE, PENTYLENE GLYCOL, METHYLENE BIS-BENZOTRIAZOLYL
TETRAMETHYLBUTYLPHENOL [NANO]/METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL, TITANIUM
DIOXIDE [NANO]/ TITANIUM DIOXIDE, POTASSIUM CETYL PHOSPHATE, TEREPHTHALYLIDENE DICAMPHOR SULFONIC
ACID, STEARIC ACID, PHENOXYETHANOL, PALMITIC ACID, PEG-100 STEARATE GLYCERYL STEARATE, AMMONIUM
ACRYLOYLDIMETHYLTAURATE/VP COPOLYMER, SODIUM METHYL STEAROYL TAURATE, STEARYL ALCOHOL, CAPRYLYL
GLYCOL, TOCOPHEROL, POLOXAMER 338, POLYGLYCERYL-10 LAURATE, BUTYLENE GLYCOL, ACRYLATES/C10-30 ALKYL
ACRYLATE CROSSPOLYMER, CELLULOSE, ALUMINUM HYDROXIDE, SILICA SILYLATE, DISODIUM EDTA, MYRISTIC ACID,
T-BUTYL ALCOHOL, B260569/1",,false,"","",DERMOCOSMÉTICO,Aplicar dos dedos de producto y extender masajeando por la piel del rostro.,"En caso de contacto con los ojos, aclarar con agua de forma abundante","12 meses",false,CONSULTAR APLICACIÓN Y RECOMENDACIONES DE USO EN LA CAJA DE PRODUCTO,false,false,false,false,false,,,,,{https://www.skinceuticals.es/dw/image/v2/AAQP_PRD/on/demandware.static/-/Sites-skc-master-catalog/default/dw0e886974/Products/3337875749909/3337875749909_Oil-Shield-UV-Defense-SPF-50-Sunscreen-30ml_SkinCeuticals.jpg?sw=698&sfrm=jpg&q=70},{},{},true,1,dedicated
1873,"8436017721553","052373",ENERGISIL RAPID EFECTO VIGOR 30 ML,ENERGISIL RAPID EFECTO VIGOR 30 ML,,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,
1890,"8437016141496","200993",ENERZONA POLIFENOLES RX ENERVIT 24 CAPS,ENERZONA POLIFENOLES RX ENERVIT 24 CAPS,,,,false,"",,"",,,,false,,false,false,false,false,false,,,,,{},{},{},true,10,herboristeria
